Title,Year,Genre,Plot,Language,Poster,IMDBRating,Director,Production,Error
The Foreign Legion,2008,35,"For many years, three Romanian village boys, Stelica, Aurel and Mitu, have remained the closest of friends. In their youths, they planned to pursue careers as shepherds, but in time their individual paths diverged - leading Mitu into the military, Stelica into the local police force and Aurel into the employ of Maricel, a wealthy resident of the community. The men's worlds change forever when a newcomer arrives in the hamlet - a young woman named Lilica, accompanied by Maricel. She's toting two trucks full of Dutch chickens with her, which inadvertently spreads the bird flu to much of the local populace. The boys, however, soon realize how they can ingeniously turn this potential crisis into a solid profit-making venture for themselves.",ro,https://image.tmdb.org/t/p/w500/aAE609dgFFIlRe5ez3kCwHmklhr.jpg,5.1,Mircea Daneliuc,Castel Film,
The Upsetter: The Life and Music of Lee Scratch Perry,2008,"99, 10402","The Upsetter tells the fascinating story of Lee Scratch Perry a visionary musician and artist from poor rural Jamaica who journeyed to the big city of Kingston in the late 1950’s with dreams of making it in the burgeoning record industry. He burst upon the scene with a brand new sound, inventing a genre of music that would come to be called Reggae, discovering a young Bob Marley and gaining international recognition as a record producer and solo artist. Soon he was being called upon by artists as diverse as The Clash and Paul McCartney to provide his unique sound.",en,https://image.tmdb.org/t/p/w500/hDwOGxZ40R3UsUB5SoIHSuHAx5A.jpg,6.45,Ethan Higbee,,
Hindemidth,2008,"18, 35","Two very similar families are settling in two identical houses in a new fashionable neighborhood built near a complex of panel-apartment buildings. The couples are in their forties. The husbands are moderate professionals and the wives are housewives without children and with firmly fixed habits. Step by step they find out how similar they are and step by step they come to hate each other. The more they strive to be different and the more they fail, the stronger their malice and their lust to harm each other grow.",bg,N/A,0,Andrey Slabakov,"BNT, Camera",
The Devil's Curse,2008,27,"A modern supernatural horror film that explores the dark side of the human psyche, and the terror in facing up to one's darkest fears. Set in London, England, the film begins with a group of theological students who decide to test their faith by proving the existence of Hell.",en,https://image.tmdb.org/t/p/w500/uyBYb0e9cBQv4uJVIAIqYjIJ2qM.jpg,3.5,Toni Harman,"Axis Films International, Alto Film Production",
Ten Dead Men,2008,"28, 53","You can’t outrun your past. That is the extremely painful lesson that Ryan is learning right now, as specters of his past life of crime have returned to haunt him, destroying the only person he holds dear, and nearly killing him in the process. Ryan decides that if he cannot escape then he must confront them head-on in what can only be called a desperate suicide run.",en,https://image.tmdb.org/t/p/w500/wByNk07Bh0AJk53r5HRvkSTB5Vo.jpg,4.9,Ross Boyask,Modern Life,
American Dream,2008,,"Movie that chronicles Mikes Jones' real life rise to fame as an aspiring rapper from the streets who finds his path in life through music in his hometown of Houston, Texas.",en,https://image.tmdb.org/t/p/w500/6KyfktHpSqFe28hCy52Bs8P0CF6.jpg,1,Derrick 'D-Reck' Dixon,,
El Superstar: The Unlikely Rise of Juan Frances,2008,35,"Orphaned as an infant, Juan Frances (Spencer John French) is a talented ranchera singer, but he faces a hurdle in his attempt to succeed as a Latin music performer: He's a chubby, red-headed 33-year-old who grew up in a Hispanic home but looks like an Ohio farm boy. As Juan struggles to make ends meet by working eight jobs, his girlfriend (Maria Esquivel) and lizard-smooth promoter (David Franco) plot an aggressive image change for Juan.",en,https://image.tmdb.org/t/p/w500/5J1bxxawPK1hDrKYFxtgnmIrmEa.jpg,0,Amy French,,
Kabei: Our Mother,2008,"10751, 18","Set in Tokyo in 1940, the peaceful life of the Nogami Family suddenly changes when the father, Shigeru, is arrested and accused of being a Communist. His wife Kayo works frantically from morning to night to maintain the household and bring up her two daughters with the support of Shigeru's sister Hisako and Shigeru's ex-student Yamazaki, but her husband does not return. WWII breaks out and casts dark shadows on the entire country, but Kayo still tries to keep her cheerful determination, and sustain the family with her love. This is an emotional drama of a mother and an eternal message for peace.",ja,https://image.tmdb.org/t/p/w500/eRa4rdjTYCQzc6urELb0qlEycTE.jpg,7.2,Yoji Yamada,"Asahi Broadcasting Corporation, Eisei Gekijo, Hakuhodo DY Media Partners, Sumitomo Corporation, TV Asahi, Yahoo! Japan, Yomiuri Shimbun Company, Strand Releasing, Shochiku, Tokyo FM",
Asylum,2008,53,"Jack, a young thug, mingles with a bunch of hard boiled gangsters and tries to outsmart them. He ends up tied to a tree on a chain like a dog. A new adventure begins, not the one he had wished for.",fr,https://image.tmdb.org/t/p/w500/ggIWUOk1EwsoY3nVtwuhKKQNC2N.jpg,6,Olivier Chateau,"Every Pictures, Hurricane Production, Les Films à Fleur de Peau",
Das Baby mit dem Goldzahn,2009,35,,en,https://image.tmdb.org/t/p/w500/A9zPFm6zDx2XM1bcFFnkHzsgLus.jpg,5,Daniel Acht,,
Clubbed,2008,"18, 28, 53, 80","An underworld drama set in the early 1980s, about a lonely factory worker whose life is transformed when he becomes a nightclub doorman.",en,https://image.tmdb.org/t/p/w500/h6M5pTXg8s5EA9hINpk80uHQx71.jpg,6.7,Neil Thompson,"Screen West Midlands, Formosa Films",
God Thinks You're a Loser,2009,35,"Sex, drugs, money, murder - not to mention love, heartache, humiliation, guilt, revenge, redemption - are central themes in this wicked dark comedy. Tracking six not-quite-so-young oilmen and dancers as they pursue life with reckless abandon in boomtown Houston during the Eighties, the story careens from casual pick-ups to painful break-ups, from betrayal to reunion with hardly a pause for breath.",en,https://image.tmdb.org/t/p/w500/8nKHfvGk5H3LP2UG5Syd16LDcP0.jpg,3.5,Gary Chason,,
Monkfish,N/A,,"A surrealist twist on the caper film, complete with half-witted heroes and a gun-wielding maniac played by former midget wrestler Tiny The Terrible as the archenemy.",en,N/A,0,N/A,,
Smart People,2008,"35, 18, 10749","Professor Lawrence Wetherhold might be imperiously brilliant, monumentally self-possessed and an intellectual giant -- but when it comes to solving the conundrums of love and family, he's as downright flummoxed as the next guy.",en,https://image.tmdb.org/t/p/w500/igIl4RKxOEYvhQGKCvM6vCRMiVm.jpg,5.877,Noam Murro,"GEM Global Entertainment Magyar, Miramax, Sherazade Film Development, Groundswell Productions, QED International, Corduroy Films, Visitor Pictures, Chesterfield Writer's Film Project",
Waiting for Hockney,2008,99,"A young working class Baltimore man spends 10 years on a single portrait, believing it is his means to fame and fortune. But he also believes that only one man can lead him there---the famous artist David Hockney. What happens when you finally meet the god of your own making?",en,https://image.tmdb.org/t/p/w500/zUfn4zPdU3vDGGiIryiu7lcNOd0.jpg,5,Julie Checkoway,Littlest Birds Films,
The Mummy: Tomb of the Dragon Emperor,2008,"12, 28, 14","Archaeologist Rick O'Connell travels to China, pitting him against an emperor from the 2,000-year-old Han dynasty who's returned from the dead to pursue a quest for world domination. This time, O'Connell enlists the help of his wife and son to quash the so-called 'Dragon Emperor' and his abuse of supernatural power.",en,https://image.tmdb.org/t/p/w500/A3acM1lX5PNWQa6r5qeMAJOxbnT.jpg,5.5,Rob Cohen,"Universal Pictures, Relativity Media, The Sommers Company, Alphaville Films, Beijing Happy Pictures, Shanghai Film Group, Internationale Filmproduktion Blackbird Erste",
The Village Barbershop,2008,"35, 18",A fading smalltime barber is forced to hire the last person on earth he'd want working in his shop - a woman.,en,https://image.tmdb.org/t/p/w500/hGSIprpDM2Udi8Jic3nnMZhbNiD.jpg,7.6,Chris J. Ford,,
The Chasing World,2008,"27, 9648, 878",A teenager is transported to a parallel world where everyone who shares his family name is being hunted down by the dictatorial government.,ja,https://image.tmdb.org/t/p/w500/6pEF9GHI8wnXxRll2UvuedVVvXZ.jpg,5.6,Issei Shibata,Geneon Entertainment,
Closet Space,2008,27,"There are thin places between this world and the next where dark, ancient, unfathomable beings chew and dig, moving inexorably closer, driven by alien thoughts and desires. What happens when the hunger for knowledge comes up against the insatiable hunger for flesh? Six grad students learn the answer as they explore the depths of the Closet Space A hastily assembled rescue party turns into a movable feast where mere survival becomes a nearly unreachable goal. Can any of them escape or will the Closet Space claim each one, body and soul?",en,https://image.tmdb.org/t/p/w500/1iXF33dWixSj6Q0hRIN1NYaFnvi.jpg,2.6,Mel House,,
Touching Home,2008,18,The true story about a father struggling to make amends with his twin sons as they pursue their dreams of professional baseball.,en,https://image.tmdb.org/t/p/w500/kWHY2bBZtiR5k2VAw0ijKxFQRAA.jpg,6.5,Logan Miller,KSM Film,
Blindness,2008,"18, 9648, 878, 53","When a sudden plague of blindness devastates a city, a small group of the afflicted band together to triumphantly overcome the horrific conditions of their imposed quarantine.",en,https://image.tmdb.org/t/p/w500/deBsx5IxyqCC217j3VY24TkkE0Z.jpg,6.5,Fernando Meirelles,"Alliance Films, 20th Century Fox Brazil, GAGA Communications, Asmik Ace Entertainment, Mikado Film, Independent Film Fund/CINV, Téléfilm Canada, Agência Nacional do Cinema - ANCINE, Potboiler Productions, Rhombus Media, O2 Filmes, Bee Vine Pictures",
Jazz in the Diamond District,2009,,"When Jasmine ""Jazz"" Morgan loses her mother to a long-time battle with lung cancer, she can only focus on one thing - becoming a famous singer. Ignoring the wishes of her father, Blair Morgan a strict doctor who prefers that she return to college, Jazz spends the summer entrenched in the hyper-sexualized, drug-influenced DC music scene, dragging along her younger, more naive, sister Leah). One night, after an impromptu audition, Jazz is invited to join a popular go-go band managed by a charismatic barber, Gabe and supported with drug money provided by the lead MC, Flight. With ease, she falls in line with the band and in love with the stage and together they all reach new heights of popularity. But just as quickly as her success rises, so does the pressure and Jazz recklessly tries to maintain control.",en,https://image.tmdb.org/t/p/w500/eQoo5Cnw0BHg1ie8MZVBaYH94bw.jpg,1.5,Lindsey Christian,,
Sunshine Cleaning,2008,"35, 18",A single mother and her slacker sister find an unexpected way to turn their lives around in this off-beat dramatic comedy. In order to raise the tuition to send her young son to private school the mom starts an unusual business – a biohazard removal/crime scene clean-up service.,en,https://image.tmdb.org/t/p/w500/zpS6aIqBTGLKvpFshmSuegv5JDt.jpg,6.598,Christine Jeffs,"Overture Films, Back Lot Pictures, Big Beach",
Bastardi,2008,18,"The families Iuvara and Patene are bound by a common inherited hatred, which is further deepened when young Luke accidentically kills his rival Alexander during a motorace. To avoid revenge, the Iuvaras are forced to steal on behalf of their ancient rivals.",it,https://image.tmdb.org/t/p/w500/lA634ZGikKBDw8TI9fG0jjEggOQ.jpg,0,Andres Alce Meldonado,,
The Duchess,2008,"18, 36, 10749","A chronicle of the life of 18th century aristocrat Georgiana, Duchess of Devonshire, who was reviled for her extravagant political and personal life.",en,https://image.tmdb.org/t/p/w500/u56HFt8ILqQ3MjafFxC3Y1w7YcU.jpg,6.998,Saul Dibb,"Pathé Renn Productions, BBC Film, BIM Distribuzione, Qwerty Films, Magnolia Mae Films",
The Black Balloon,2008,18,"Thomas is turning 16. His dad's in the army and they've just moved to a town in New South Wales; his mom is pregnant; his older brother, Charlie, who's autistic, has his own adolescent sexual issues. Thomas finds Charlie an embarrassment in public, so when Thomas is attracted to Jackie, a girl in his swim class, Charlie presents any number of obstacles when she drops by their house, when the three of them go for a walk, and during a family birthday dinner. Can Thomas find a way to enter the world of teen romance and still be his brother's keeper, or is Charlie's disability going to prove more than Thomas can handle?",en,https://image.tmdb.org/t/p/w500/3D0PF1xpZHfyO3787TP6KS24Cme.jpg,6.488,Elissa Down,"Black Balloon Productions, Icon Entertainment International",
